"File","NEF","TIFF","Date Created","Date Modified","File Size","Image Size","Date Shot","Time Zone and Date","Image Quality","Artist","Copyright","Image Comment","Device","Lens","Focal Length","Focus Mode","AF-Area Mode","VR","AF Fine Tune","Aperture","Shutter Speed","Exposure Mode","Exposure Comp.","Exposure Tuning","Metering","ISO Sensitivity","Flash Device","Flash Sync Mode","Flash Mode","White Balance","Color Space","High ISO NR","Long Exposure NR","Active D-Lighting","Image Authentication","Vignette Control","Auto Distortion Control","Picture Control","Base","Quick Adjust","Sharpening","Contrast","Brightness","Saturation","Hue","Filter Effects","Toning","Optimize Image","Color Mode","Tone Comp.","Hue Adjustment","Saturation","Sharpening","Latitude","Longitude","Altitude","Altitude Reference","Heading","UTC","Map Datum","Scene Mode","Keywords"
"rff18d174t","http://193.205.194.113/RAISE/NEF/rff18d174t.NEF","http://193.205.194.113/RAISE/TIFF/rff18d174t.TIF","9/21/2014 7:28","2/3/2013 8:51","19.9 MB","L (4928 x 3264)","51:06.4","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/5","1/320s","Aperture Priority","+0.7EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"r9d361026t","http://193.205.194.113/RAISE/NEF/r9d361026t.NEF","http://193.205.194.113/RAISE/TIFF/r9d361026t.TIF","9/21/2014 7:28","2/3/2013 8:51","20.7 MB","L (4928 x 3264)","51:14.9","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","27mm","AF-A","Auto","ON","OFF","f/5","1/250s","Aperture Priority","+0.7EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r03aa5df1t","http://193.205.194.113/RAISE/NEF/r03aa5df1t.NEF","http://193.205.194.113/RAISE/TIFF/r03aa5df1t.TIF","9/21/2014 7:28","2/3/2013 9:01","19.1 MB","L (4928 x 3264)","01:43.5","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","27mm","AF-A","Auto","ON","OFF","f/5","1/500s","Aperture Priority","+0.7EV","","Matrix","ISO 200","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor"
"rbf77ede9t","http://193.205.194.113/RAISE/NEF/rbf77ede9t.NEF","http://193.205.194.113/RAISE/TIFF/rbf77ede9t.TIF","9/21/2014 7:28","2/3/2013 9:04","19.8 MB","L (4928 x 3264)","04:43.1","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","52mm","AF-A","Auto","ON","OFF","f/4.8","1/1000s","Aperture Priority","+0.7EV","","Matrix","ISO 320","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor"
"r77f7ca04t","http://193.205.194.113/RAISE/NEF/r77f7ca04t.NEF","http://193.205.194.113/RAISE/TIFF/r77f7ca04t.TIF","9/21/2014 7:28","2/3/2013 9:04","20.3 MB","L (4928 x 3264)","04:47.3","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","200mm","AF-A","Auto","ON","OFF","f/5.6","1/640s","Aperture Priority","+0.7EV","","Matrix","ISO 320","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor"
"rfbbb37e1t","http://193.205.194.113/RAISE/NEF/rfbbb37e1t.NEF","http://193.205.194.113/RAISE/TIFF/rfbbb37e1t.TIF","9/21/2014 7:28","2/3/2013 9:04","20.2 MB","L (4928 x 3264)","04:55.1","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","95mm","AF-A","Auto","ON","OFF","f/5.3","1/800s","Aperture Priority","+0.7EV","","Matrix","ISO 320","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor"
"r82db5fect","http://193.205.194.113/RAISE/NEF/r82db5fect.NEF","http://193.205.194.113/RAISE/TIFF/r82db5fect.TIF","9/21/2014 7:29","2/3/2013 9:05","19.6 MB","L (4928 x 3264)","05:18.7","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","90mm","AF-A","Auto","ON","OFF","f/5.3","1/800s","Aperture Priority","+0.7EV","","Matrix","ISO 320","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor"
"r90ab5181t","http://193.205.194.113/RAISE/NEF/r90ab5181t.NEF","http://193.205.194.113/RAISE/TIFF/r90ab5181t.TIF","9/21/2014 7:29","2/3/2013 9:06","18.4 MB","L (4928 x 3264)","06:34.9","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","24mm","AF-A","Auto","ON","OFF","f/4","1/640s","Aperture Priority","+0.7EV","","Matrix","ISO 320","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r6c3ad7d7t","http://193.205.194.113/RAISE/NEF/r6c3ad7d7t.NEF","http://193.205.194.113/RAISE/TIFF/r6c3ad7d7t.TIF","9/21/2014 7:29","2/3/2013 9:07","18.6 MB","L (4928 x 3264)","07:12.7","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","60mm","AF-A","Auto","ON","OFF","f/4.8","1/1250s","Aperture Priority","+0.7EV","","Matrix","ISO 320","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","outdoor"
"r208171bet","http://193.205.194.113/RAISE/NEF/r208171bet.NEF","http://193.205.194.113/RAISE/TIFF/r208171bet.TIF","9/21/2014 7:29","2/3/2013 9:08","19.2 MB","L (4928 x 3264)","08:32.6","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","75mm","AF-A","Auto","ON","OFF","f/5","1/400s","Aperture Priority","+0.7EV","","Matrix","ISO 320","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor"
"r6e828533t","http://193.205.194.113/RAISE/NEF/r6e828533t.NEF","http://193.205.194.113/RAISE/TIFF/r6e828533t.TIF","9/21/2014 7:29","2/3/2013 9:08","19.7 MB","L (4928 x 3264)","08:36.5","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","52mm","AF-A","Auto","ON","OFF","f/4.8","1/1600s","Aperture Priority","+0.7EV","","Matrix","ISO 320","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor"
"r991af248t","http://193.205.194.113/RAISE/NEF/r991af248t.NEF","http://193.205.194.113/RAISE/TIFF/r991af248t.TIF","9/21/2014 7:30","2/3/2013 9:08","20.5 MB","L (4928 x 3264)","08:46.0","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","95mm","AF-A","Auto","ON","OFF","f/5.3","1/800s","Aperture Priority","+0.7EV","","Matrix","ISO 320","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor"
"r0f137652t","http://193.205.194.113/RAISE/NEF/r0f137652t.NEF","http://193.205.194.113/RAISE/TIFF/r0f137652t.TIF","9/21/2014 7:30","2/3/2013 9:08","20.1 MB","L (4928 x 3264)","08:47.1","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","95mm","AF-A","Auto","ON","OFF","f/5.3","1/640s","Aperture Priority","+0.7EV","","Matrix","ISO 320","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor"
"rfa70116ct","http://193.205.194.113/RAISE/NEF/rfa70116ct.NEF","http://193.205.194.113/RAISE/TIFF/rfa70116ct.TIF","9/21/2014 7:30","2/3/2013 9:14","19.2 MB","L (4928 x 3264)","14:23.7","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","20mm","AF-A","Auto","ON","OFF","f/3.5","1/20s","Manual","+0.7EV","","Matrix","ISO 320","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","outdoor; people"
"r0b4d8af5t","http://193.205.194.113/RAISE/NEF/r0b4d8af5t.NEF","http://193.205.194.113/RAISE/TIFF/r0b4d8af5t.TIF","9/21/2014 7:31","2/3/2013 10:36","21.3 MB","L (4928 x 3264)","36:00.0","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/3.5","1/100s","Aperture Priority","+0.7EV","","Matrix","ISO 250","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor"
"rb67fc50bt","http://193.205.194.113/RAISE/NEF/rb67fc50bt.NEF","http://193.205.194.113/RAISE/TIFF/rb67fc50bt.TIF","9/21/2014 7:31","2/3/2013 10:36","21.5 MB","L (4928 x 3264)","36:19.0","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/3.5","1/200s","Aperture Priority","+0.7EV","","Matrix","ISO 250","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor"
"rdb9cdf1at","http://193.205.194.113/RAISE/NEF/rdb9cdf1at.NEF","http://193.205.194.113/RAISE/TIFF/rdb9cdf1at.TIF","9/21/2014 7:31","2/3/2013 11:14","19.4 MB","L (4928 x 3264)","14:14.4","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","24mm","AF-A","Auto","ON","OFF","f/3.8","1/400s","Aperture Priority","+0.7EV","","Matrix","ISO 250","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor"
"r2806fdfet","http://193.205.194.113/RAISE/NEF/r2806fdfet.NEF","http://193.205.194.113/RAISE/TIFF/r2806fdfet.TIF","9/21/2014 7:31","2/3/2013 11:14","18.9 MB","L (4928 x 3264)","14:29.6","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","31mm","AF-A","Auto","ON","OFF","f/4","1/500s","Aperture Priority","+0.7EV","","Matrix","ISO 250","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"rb7de97fet","http://193.205.194.113/RAISE/NEF/rb7de97fet.NEF","http://193.205.194.113/RAISE/TIFF/rb7de97fet.TIF","9/21/2014 7:31","2/3/2013 11:28","19.4 MB","L (4928 x 3264)","28:50.1","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/3.5","1/500s","Aperture Priority","+0.7EV","","Matrix","ISO 250","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor"
"rf6c40c1at","http://193.205.194.113/RAISE/NEF/rf6c40c1at.NEF","http://193.205.194.113/RAISE/TIFF/rf6c40c1at.TIF","9/21/2014 7:31","2/3/2013 11:28","18.7 MB","L (4928 x 3264)","28:59.2","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/3.5","1/400s","Aperture Priority","+0.7EV","","Matrix","ISO 250","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor"
"r947fd6a4t","http://193.205.194.113/RAISE/NEF/r947fd6a4t.NEF","http://193.205.194.113/RAISE/TIFF/r947fd6a4t.TIF","9/21/2014 7:31","2/3/2013 11:29","19.2 MB","L (4928 x 3264)","29:04.9","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","22mm","AF-A","Auto","ON","OFF","f/3.8","1/250s","Aperture Priority","+0.7EV","","Matrix","ISO 250","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor"
"r81f7709ft","http://193.205.194.113/RAISE/NEF/r81f7709ft.NEF","http://193.205.194.113/RAISE/TIFF/r81f7709ft.TIF","9/21/2014 7:32","2/3/2013 11:29","19.5 MB","L (4928 x 3264)","29:54.5","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","32mm","AF-A","Auto","ON","OFF","f/5.6","1/320s","Manual","+0.7EV","","Matrix","ISO 250","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","outdoor"
"r389a93a8t","http://193.205.194.113/RAISE/NEF/r389a93a8t.NEF","http://193.205.194.113/RAISE/TIFF/r389a93a8t.TIF","9/21/2014 7:32","2/3/2013 11:30","18.9 MB","L (4928 x 3264)","30:09.3","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","27mm","AF-A","Auto","ON","OFF","f/5.6","1/320s","Manual","+0.7EV","","Matrix","ISO 250","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","buildings; outdoor"
"r285d6a3ct","http://193.205.194.113/RAISE/NEF/r285d6a3ct.NEF","http://193.205.194.113/RAISE/TIFF/r285d6a3ct.TIF","9/21/2014 7:32","2/3/2013 11:31","19.0 MB","L (4928 x 3264)","31:40.7","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","56mm","AF-A","Auto","ON","OFF","f/5.6","1/320s","Manual","+0.7EV","","Matrix","ISO 250","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","outdoor"
"r52be0d3dt","http://193.205.194.113/RAISE/NEF/r52be0d3dt.NEF","http://193.205.194.113/RAISE/TIFF/r52be0d3dt.TIF","9/21/2014 7:32","2/3/2013 11:33","21.9 MB","L (4928 x 3264)","33:05.5","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/3.5","1/400s","Aperture Priority","+0.7EV","","Matrix","ISO 250","","","","Cloudy, A3, G1","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","7","2","0","1","1","","","","","","","","","","","","","","","","","outdoor"
"r0356ea60t","http://193.205.194.113/RAISE/NEF/r0356ea60t.NEF","http://193.205.194.113/RAISE/TIFF/r0356ea60t.TIF","9/21/2014 7:32","2/16/2013 8:56","21.9 MB","L (4928 x 3264)","56:31.6","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","62mm","AF-A","Auto","ON","OFF","f/8","1/1000s","Aperture Priority","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","6","1","0","0","0","","","","","","","","","","","","","","","","","outdoor"
"r37a15891t","http://193.205.194.113/RAISE/NEF/r37a15891t.NEF","http://193.205.194.113/RAISE/TIFF/r37a15891t.TIF","9/21/2014 7:32","2/16/2013 8:57","20.7 MB","L (4928 x 3264)","57:53.5","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/8","1/1250s","Aperture Priority","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","6","1","0","0","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"re4f62094t","http://193.205.194.113/RAISE/NEF/re4f62094t.NEF","http://193.205.194.113/RAISE/TIFF/re4f62094t.TIF","9/21/2014 7:32","2/16/2013 8:58","21.2 MB","L (4928 x 3264)","58:57.4","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","18mm","AF-A","Auto","ON","OFF","f/8","1/320s","Aperture Priority","0EV","","Matrix","ISO 400","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","6","1","0","0","0","","","","","","","","","","","","","","","","","buildings; outdoor"
"r7b17043ft","http://193.205.194.113/RAISE/NEF/r7b17043ft.NEF","http://193.205.194.113/RAISE/TIFF/r7b17043ft.TIF","9/21/2014 7:32","2/16/2013 9:11","18.1 MB","L (4928 x 3264)","11:36.6","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","24mm","AF-A","Auto","ON","OFF","f/25","1/60s","Aperture Priority","0EV","","Matrix","ISO 100","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","6","1","0","0","0","","","","","","","","","","","","","","","","","landscape; outdoor"
"r34b69fbdt","http://193.205.194.113/RAISE/NEF/r34b69fbdt.NEF","http://193.205.194.113/RAISE/TIFF/r34b69fbdt.TIF","9/21/2014 7:33","2/16/2013 9:15","20.2 MB","L (4928 x 3264)","15:57.7","UTC+1, DST:ON","Lossless Compressed RAW (14-bit)","dnductien                           ","DNDUCTIEN                                             ","","Nikon D7000","VR 18-200mm f/3.5-5.6G","32mm","AF-A","Auto","ON","OFF","f/9","1/3200s","Aperture Priority","0EV","","Matrix","ISO 800","","","","Cloudy, 0, 0","sRGB","ON (Normal)","OFF","OFF","","","OFF","[LS] Landscape","[LS] Landscape","-","6","1","0","0","0","","","","","","","","","","","","","","","","","landscape; outdoor"
